#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2019 11 05 00 24 240  6.2  9.8    MM    MM    MM  MM 1014.7  11.5  13.2    MM   MM   MM    MM
2019 11 05 00 18 240  5.7  8.8    MM    MM    MM  MM 1014.7  11.4  13.2    MM   MM   MM    MM
2019 11 05 00 12 240  4.6  8.2    MM    MM    MM  MM 1014.8  11.4  13.2    MM   MM   MM    MM
2019 11 05 00 06 230  3.6  6.2    MM    MM    MM  MM 1014.9  11.4  13.2    MM   MM   MM    MM
2019 11 05 00 00 230  3.6  8.2    MM    MM    MM  MM 1014.9  11.5  13.2    MM   MM -0.7    MM
2019 11 04 23 54 240  5.7  7.7    MM    MM    MM  MM 1014.9  11.5  13.2    MM   MM   MM    MM
2019 11 04 23 48 230  4.6  8.8    MM    MM    MM  MM 1014.9  11.6  13.2    MM   MM   MM    MM
2019 11 04 23 42 240  5.1  9.3    MM    MM    MM  MM 1014.9  11.8  13.2    MM   MM   MM    MM
2019 11 04 23 36 240  6.2  8.8    MM    MM    MM  MM 1014.8  11.8  13.2    MM   MM   MM    MM
2019 11 04 23 30 220  5.1  8.8    MM    MM    MM  MM 1014.9  11.8  13.2    MM   MM   MM    MM
2019 11 04 23 24 230  4.1  6.7    MM    MM    MM  MM 1014.9  11.9  13.2    MM   MM   MM    MM
2019 11 04 23 18 230  5.1  8.8    MM    MM    MM  MM 1014.9  11.9  13.2    MM   MM   MM    MM
2019 11 04 23 12 230  5.1  8.2    MM    MM    MM  MM 1014.8  11.8  13.2    MM   MM   MM    MM
2019 11 04 23 06 230  5.7  9.3    MM    MM    MM  MM 1014.8  11.6  13.2    MM   MM   MM    MM
2019 11 04 23 00 230  5.7  7.2    MM    MM    MM  MM 1014.9  11.4  13.2    MM   MM -1.0    MM
2019 11 04 22 54 230  5.1  8.2    MM    MM    MM  MM 1014.9  11.2  13.2    MM   MM   MM    MM
2019 11 04 22 48 230  5.7  8.2    MM    MM    MM  MM 1014.9  11.1  13.2    MM   MM   MM    MM
2019 11 04 22 42 240  5.7  9.8    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 11 04 22 36 240  7.7 10.8    MM    MM    MM  MM 1015.0  10.8  13.2    MM   MM   MM    MM
2019 11 04 22 30 240  6.7  9.3    MM    MM    MM  MM 1015.0  11.0  13.2    MM   MM   MM    MM
2019 11 04 22 24 230  6.2  8.8    MM    MM    MM  MM 1015.0  11.1  13.2    MM   MM   MM    MM
2019 11 04 22 18 230  4.6  6.7    MM    MM    MM  MM 1015.0  11.3  13.2    MM   MM   MM    MM
2019 11 04 22 12 240  5.1  7.2    MM    MM    MM  MM 1015.0  11.2  13.2    MM   MM   MM    MM
2019 11 04 22 06 230  6.2  8.8    MM    MM    MM  MM 1015.0  11.1  13.2    MM   MM   MM    MM
2019 11 04 22 00 240  6.7  8.2    MM    MM    MM  MM 1015.0  11.0  13.1    MM   MM -1.7    MM
2019 11 04 21 54 240  6.2  9.3    MM    MM    MM  MM 1015.0  11.0  13.1    MM   MM   MM    MM
2019 11 04 21 48 240  5.7  8.2    MM    MM    MM  MM 1015.0  11.1  13.1    MM   MM   MM    MM
2019 11 04 21 42 240  6.2  9.3    MM    MM    MM  MM 1015.0  11.1  13.1    MM   MM   MM    MM
2019 11 04 21 36 240  6.2  8.2    MM    MM    MM  MM 1015.1  11.0  13.1    MM   MM   MM    MM
2019 11 04 21 30 240  5.7  8.2    MM    MM    MM  MM 1015.2  11.1  13.1    MM   MM   MM    MM
2019 11 04 21 24 240  7.2  9.3    MM    MM    MM  MM 1015.2  11.0  13.1    MM   MM   MM    MM
2019 11 04 21 18 240  6.2  9.3    MM    MM    MM  MM 1015.3  11.0  13.1    MM   MM   MM    MM
2019 11 04 21 12 240  6.2  8.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 11 04 21 06 240  5.7  8.8    MM    MM    MM  MM 1015.5  11.3  13.3    MM   MM   MM    MM
2019 11 04 21 00 250  6.2  8.2    MM    MM    MM  MM 1015.6  11.2  13.4    MM   MM -1.2    MM
2019 11 04 20 54 240  6.7  8.8    MM    MM    MM  MM 1015.5  11.3  13.4    MM   MM   MM    MM
2019 11 04 20 48 250  6.7  8.8    MM    MM    MM  MM 1015.5  11.5  13.3    MM   MM   MM    MM
2019 11 04 20 42 250  6.2  7.7    MM    MM    MM  MM 1015.5  11.7  13.3    MM   MM   MM    MM
2019 11 04 20 36 250  6.7  7.7    MM    MM    MM  MM 1015.5  12.0  13.3    MM   MM   MM    MM
2019 11 04 20 30 250  5.7  6.2    MM    MM    MM  MM 1015.5  12.9  13.3    MM   MM   MM    MM
2019 11 04 20 24 250  4.6  5.1    MM    MM    MM  MM 1015.6  13.6  13.3    MM   MM   MM    MM
2019 11 04 20 18 250  4.6  5.7    MM    MM    MM  MM 1015.6  14.4  13.4    MM   MM   MM    MM
2019 11 04 20 12 290  1.5  2.1    MM    MM    MM  MM 1015.7  15.2  13.4    MM   MM   MM    MM
2019 11 04 20 06 360  1.0  1.0    MM    MM    MM  MM 1015.8  14.8  13.4    MM   MM   MM    MM
2019 11 04 20 00  MM  0.0  0.5    MM    MM    MM  MM 1015.9  14.5  13.4    MM   MM -0.9    MM
2019 11 04 19 54  MM  0.0  0.5    MM    MM    MM  MM 1015.9  14.1  13.4    MM   MM   MM    MM
2019 11 04 19 48  40  0.5  1.0    MM    MM    MM  MM 1016.1  13.9  13.5    MM   MM   MM    MM
2019 11 04 19 42  50  1.0  1.0    MM    MM    MM  MM 1016.2  13.5  13.4    MM   MM   MM    MM
2019 11 04 19 36  50  1.0  1.0    MM    MM    MM  MM 1016.3  13.3  13.4    MM   MM   MM    MM
2019 11 04 19 30  MM  0.0  0.5    MM    MM    MM  MM 1016.4  13.0  13.4    MM   MM   MM    MM
2019 11 04 19 24 350  0.5  1.0    MM    MM    MM  MM 1016.5  12.6  13.4    MM   MM   MM    MM
2019 11 04 19 18 350  1.0  1.5    MM    MM    MM  MM 1016.6  12.3  13.4    MM   MM   MM    MM
2019 11 04 19 12 340  1.0  1.5    MM    MM    MM  MM 1016.6  12.2  13.4    MM   MM   MM    MM
2019 11 04 19 06 350  1.0  1.5    MM    MM    MM  MM 1016.7  12.2  13.4    MM   MM   MM    MM
2019 11 04 19 00  MM  0.0  1.0    MM    MM    MM  MM 1016.7  12.3  13.3    MM   MM +0.0    MM
2019 11 04 18 54 340  0.5  1.0    MM    MM    MM  MM 1016.8  12.1  13.3    MM   MM   MM    MM
2019 11 04 18 48 340  1.0  1.0    MM    MM    MM  MM 1016.9  12.1  13.3    MM   MM   MM    MM
2019 11 04 18 42 350  0.5  1.0    MM    MM    MM  MM 1016.9    MM    MM    MM   MM   MM    MM
2019 11 04 18 36  30  0.5  1.0    MM    MM    MM  MM 1016.8  12.0  13.3    MM   MM   MM    MM
2019 11 04 18 30  MM  0.0  0.5    MM    MM    MM  MM 1016.8  12.0  13.2    MM   MM   MM    MM
2019 11 04 18 24  MM  0.0  1.0    MM    MM    MM  MM 1016.8  11.8  13.2    MM   MM   MM    MM
2019 11 04 18 18 360  0.5  0.5    MM    MM    MM  MM 1016.8  11.7  13.2    MM   MM   MM    MM
2019 11 04 18 12  MM  0.0  0.5    MM    MM    MM  MM 1016.8    MM    MM    MM   MM   MM    MM
2019 11 04 18 06 350  0.5  0.5    MM    MM    MM  MM 1016.8  11.5  13.1    MM   MM   MM    MM
2019 11 04 18 00  MM  0.0  1.0    MM    MM    MM  MM 1016.8  11.3  13.0    MM   MM +0.8    MM
2019 11 04 17 54  MM  0.0  1.0    MM    MM    MM  MM 1016.8  11.2  13.0    MM   MM   MM    MM
2019 11 04 17 48 340  0.5  1.0    MM    MM    MM  MM 1016.8  10.9  12.9    MM   MM   MM    MM
2019 11 04 17 42 330  1.0  1.5    MM    MM    MM  MM 1016.8  10.9  12.9    MM   MM   MM    MM
2019 11 04 17 36 320  1.0  1.0    MM    MM    MM  MM 1016.8  10.6  12.9    MM   MM   MM    MM
2019 11 04 17 30 330  1.5  2.1    MM    MM    MM  MM 1016.7  10.5  12.9    MM   MM   MM    MM
2019 11 04 17 24 320  2.1  2.6    MM    MM    MM  MM 1016.8  10.5  12.9    MM   MM   MM    MM
2019 11 04 17 18 320  2.1  3.1    MM    MM    MM  MM 1016.8  10.6  12.9    MM   MM   MM    MM
2019 11 04 17 12 320  1.5  2.1    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 11 04 17 06 310  2.1  2.6    MM    MM    MM  MM 1016.8  10.8  12.9    MM   MM   MM    MM
2019 11 04 17 00 310  1.5  2.6    MM    MM    MM  MM 1016.8  10.7  12.9    MM   MM +1.2    MM
2019 11 04 16 54 310  1.5  2.1    MM    MM    MM  MM 1016.8  10.9  12.9    MM   MM   MM    MM
2019 11 04 16 48 290  1.5  2.1    MM    MM    MM  MM 1016.7  10.8  12.9    MM   MM   MM    MM
2019 11 04 16 42 320  1.5  2.6    MM    MM    MM  MM 1016.8  10.6  12.8    MM   MM   MM    MM
2019 11 04 16 36 320  1.5  2.1    MM    MM    MM  MM 1016.8  10.6  12.8    MM   MM   MM    MM
2019 11 04 16 30 310  1.0  1.5    MM    MM    MM  MM 1016.9  10.5  12.8    MM   MM   MM    MM
2019 11 04 16 24 320  1.0  1.5    MM    MM    MM  MM 1016.8  10.5  12.8    MM   MM   MM    MM
2019 11 04 16 18 290  1.0  1.5    MM    MM    MM  MM 1016.7  10.4  12.8    MM   MM   MM    MM
2019 11 04 16 12 290  1.5  2.1    MM    MM    MM  MM 1016.7  10.3  12.8    MM   MM   MM    MM
2019 11 04 16 06 290  1.0  1.5    MM    MM    MM  MM 1016.7  10.4  12.8    MM   MM   MM    MM
2019 11 04 16 00  MM  0.0  1.5    MM    MM    MM  MM 1016.7  10.6  12.9    MM   MM +1.2    MM
2019 11 04 15 54 280  1.0  1.5    MM    MM    MM  MM 1016.6  10.3  12.9    MM   MM   MM    MM
2019 11 04 15 48 280  1.0  1.5    MM    MM    MM  MM 1016.6  10.2  12.9    MM   MM   MM    MM
2019 11 04 15 42 310  1.0  1.0    MM    MM    MM  MM 1016.5  10.1  12.9    MM   MM   MM    MM
2019 11 04 15 36 310  0.5  1.0    MM    MM    MM  MM 1016.4  10.0  12.9    MM   MM   MM    MM
2019 11 04 15 30 230  1.5  2.1    MM    MM    MM  MM 1016.3   9.9  13.0    MM   MM   MM    MM
2019 11 04 15 24 240  1.0  2.1    MM    MM    MM  MM 1016.2   9.9  13.0    MM   MM   MM    MM
2019 11 04 15 18  MM  0.0  1.0    MM    MM    MM  MM 1016.1   9.9  13.0    MM   MM   MM    MM
2019 11 04 15 12  MM  0.0  1.0    MM    MM    MM  MM 1016.1   9.8  13.1    MM   MM   MM    MM
2019 11 04 15 06 250  1.5  3.1    MM    MM    MM  MM 1016.0   9.8  13.1    MM   MM   MM    MM
2019 11 04 15 00 240  1.0  2.1    MM    MM    MM  MM 1016.0  10.0  13.1    MM   MM +0.8    MM
2019 11 04 14 54 260  1.0  1.0    MM    MM    MM  MM 1015.9  10.1  13.1    MM   MM   MM    MM
2019 11 04 14 48 240  1.0  2.6    MM    MM    MM  MM 1015.8  10.0  13.1    MM   MM   MM    MM
2019 11 04 14 42 240  1.0  2.1    MM    MM    MM  MM 1015.8    MM  13.1    MM   MM   MM    MM
2019 11 04 14 36 220  1.5  3.1    MM    MM    MM  MM 1015.7  10.1  13.1    MM   MM   MM    MM
2019 11 04 14 30 260  1.0  2.1    MM    MM    MM  MM 1015.6  10.2  13.1    MM   MM   MM    MM
2019 11 04 14 24 230  1.0  2.1    MM    MM    MM  MM 1015.6  10.2  13.1    MM   MM   MM    MM
2019 11 04 14 18 260  1.5  2.1    MM    MM    MM  MM 1015.7  10.2  13.1    MM   MM   MM    MM
2019 11 04 14 12 200  0.5  1.5    MM    MM    MM  MM 1015.6  10.2  13.1    MM   MM   MM    MM
2019 11 04 14 06 240  1.5  2.1    MM    MM    MM  MM 1015.6  10.2  13.1    MM   MM   MM    MM
2019 11 04 14 00 240  2.1  2.6    MM    MM    MM  MM 1015.6  10.2  13.1    MM   MM +0.3    MM
2019 11 04 13 54 230  2.1  2.6    MM    MM    MM  MM 1015.6  10.2  13.1    MM   MM   MM    MM
2019 11 04 13 48 230  1.5  2.1    MM    MM    MM  MM 1015.6  10.3  13.1    MM   MM   MM    MM
2019 11 04 13 42 240  1.5  2.1    MM    MM    MM  MM 1015.6  10.3  13.2    MM   MM   MM    MM
2019 11 04 13 36 260  1.5  2.1    MM    MM    MM  MM 1015.6  10.3  13.2    MM   MM   MM    MM
2019 11 04 13 30 270  1.5  2.1    MM    MM    MM  MM 1015.6  10.4  13.2    MM   MM   MM    MM
2019 11 04 13 24 270  1.5  2.1    MM    MM    MM  MM 1015.6  10.4  13.2    MM   MM   MM    MM
2019 11 04 13 18 260  1.0  1.5    MM    MM    MM  MM 1015.6  10.5  13.2    MM   MM   MM    MM
2019 11 04 13 12 240  1.0  2.1    MM    MM    MM  MM 1015.5  10.4  13.2    MM   MM   MM    MM
2019 11 04 13 06 250  1.5  2.1    MM    MM    MM  MM 1015.5  10.5  13.2    MM   MM   MM    MM
2019 11 04 13 00 260  1.0  1.5    MM    MM    MM  MM 1015.5  10.5  13.2    MM   MM -0.0    MM
2019 11 04 12 54 250  1.0  1.5    MM    MM    MM  MM 1015.4  10.5  13.2    MM   MM   MM    MM
2019 11 04 12 48 230  0.5  1.5    MM    MM    MM  MM 1015.4  10.4  13.2    MM   MM   MM    MM
2019 11 04 12 42 230  1.0  1.5    MM    MM    MM  MM 1015.4  10.4  13.2    MM   MM   MM    MM
2019 11 04 12 36 230  1.5  3.1    MM    MM    MM  MM 1015.4  10.4  13.2    MM   MM   MM    MM
2019 11 04 12 30 240  1.0  2.1    MM    MM    MM  MM 1015.3  10.4  13.2    MM   MM   MM    MM
2019 11 04 12 24 260  1.0  1.5    MM    MM    MM  MM 1015.2  10.4  13.2    MM   MM   MM    MM
2019 11 04 12 18 280  1.0  1.5    MM    MM    MM  MM 1015.2  10.4  13.2    MM   MM   MM    MM
2019 11 04 12 12 250  1.0  2.1    MM    MM    MM  MM 1015.2  10.5  13.2    MM   MM   MM    MM
2019 11 04 12 06 240  1.5  2.1    MM    MM    MM  MM 1015.2  10.5  13.2    MM   MM   MM    MM
2019 11 04 12 00 250  2.1  2.1    MM    MM    MM  MM 1015.2  10.6  13.2    MM   MM +0.0    MM
2019 11 04 11 54 250  1.0  2.6    MM    MM    MM  MM 1015.2  10.6  13.3    MM   MM   MM    MM
2019 11 04 11 48 260  1.5  3.1    MM    MM    MM  MM 1015.2  10.7  13.4    MM   MM   MM    MM
2019 11 04 11 42 260  1.5  2.1    MM    MM    MM  MM 1015.2  10.8  13.6    MM   MM   MM    MM
2019 11 04 11 36 220  1.0  2.1    MM    MM    MM  MM 1015.2  10.7  13.7    MM   MM   MM    MM
2019 11 04 11 30 210  1.5  2.1    MM    MM    MM  MM 1015.3  10.7  13.8    MM   MM   MM    MM
2019 11 04 11 24 240  1.0  2.1    MM    MM    MM  MM 1015.3  10.7  13.8    MM   MM   MM    MM
2019 11 04 11 18 260  1.0  2.1    MM    MM    MM  MM 1015.3  10.8  13.8    MM   MM   MM    MM
2019 11 04 11 12 260  1.5  2.1    MM    MM    MM  MM 1015.3  10.7  13.8    MM   MM   MM    MM
2019 11 04 11 06 230  1.0  2.1    MM    MM    MM  MM 1015.3  10.7  13.8    MM   MM   MM    MM
2019 11 04 11 00 250  2.1  2.6    MM    MM    MM  MM 1015.3  10.7  13.7    MM   MM +0.0    MM
2019 11 04 10 54 250  2.6  3.1    MM    MM    MM  MM 1015.3  10.7  13.7    MM   MM   MM    MM
2019 11 04 10 48 240  1.5  2.1    MM    MM    MM  MM 1015.3  10.8  13.8    MM   MM   MM    MM
2019 11 04 10 42 240  1.5  2.6    MM    MM    MM  MM 1015.3  10.8  13.7    MM   MM   MM    MM
2019 11 04 10 36 250  1.5  2.6    MM    MM    MM  MM 1015.3  10.8  13.7    MM   MM   MM    MM
2019 11 04 10 30 260  1.0  1.5    MM    MM    MM  MM 1015.3  10.9  13.7    MM   MM   MM    MM
2019 11 04 10 24 220  1.0  2.1    MM    MM    MM  MM 1015.3  10.9  13.7    MM   MM   MM    MM
2019 11 04 10 18 220  2.1  3.1    MM    MM    MM  MM 1015.3  10.9  13.8    MM   MM   MM    MM
2019 11 04 10 12 220  1.5  2.6    MM    MM    MM  MM 1015.4  10.9  13.8    MM   MM   MM    MM
2019 11 04 10 06 250  2.1  3.1    MM    MM    MM  MM 1015.3  10.9  13.8    MM   MM   MM    MM
2019 11 04 10 00 240  2.1  4.1    MM    MM    MM  MM 1015.3  10.9  13.8    MM   MM +0.0    MM
2019 11 04 09 54 240  2.1  3.6    MM    MM    MM  MM 1015.2  11.1  13.8    MM   MM   MM    MM
2019 11 04 09 48 250  1.5  2.6    MM    MM    MM  MM 1015.3  11.1  13.8    MM   MM   MM    MM
2019 11 04 09 42 220  1.5  2.6    MM    MM    MM  MM 1015.3  11.2  13.8    MM   MM   MM    MM
2019 11 04 09 36 240  1.5  3.6    MM    MM    MM  MM 1015.3  11.3  13.8    MM   MM   MM    MM
2019 11 04 09 30 240  1.5  3.1    MM    MM    MM  MM 1015.2  11.4  13.8    MM   MM   MM    MM
2019 11 04 09 24 260  1.5  3.1    MM    MM    MM  MM 1015.2  11.4  13.8    MM   MM   MM    MM
2019 11 04 09 18 240  2.1  3.6    MM    MM    MM  MM 1015.3  11.4  13.8    MM   MM   MM    MM
2019 11 04 09 12 230  1.5  5.1    MM    MM    MM  MM 1015.3  11.4  13.8    MM   MM   MM    MM
2019 11 04 09 06 230  2.6  5.1    MM    MM    MM  MM 1015.3  11.3  13.7    MM   MM   MM    MM
2019 11 04 09 00 230  2.1  3.1    MM    MM    MM  MM 1015.3  11.3  13.8    MM   MM +0.0    MM
2019 11 04 08 54 220  1.5  3.1    MM    MM    MM  MM 1015.3  11.4  13.7    MM   MM   MM    MM
2019 11 04 08 48 230  2.1  2.6    MM    MM    MM  MM 1015.3  11.5  13.7    MM   MM   MM    MM
2019 11 04 08 42 240  1.5  5.1    MM    MM    MM  MM 1015.3  11.5  13.7    MM   MM   MM    MM
2019 11 04 08 36 250  2.6  4.1    MM    MM    MM  MM 1015.3  11.5  13.7    MM   MM   MM    MM
2019 11 04 08 30 230  1.0  3.6    MM    MM    MM  MM 1015.4  11.6  13.6    MM   MM   MM    MM
2019 11 04 08 24 230  2.1  3.1    MM    MM    MM  MM 1015.4  11.7  13.5    MM   MM   MM    MM
2019 11 04 08 18 230  1.0  3.1    MM    MM    MM  MM 1015.4  11.7  13.5    MM   MM   MM    MM
2019 11 04 08 12 240  2.1  4.6    MM    MM    MM  MM 1015.4  11.7  13.4    MM   MM   MM    MM
2019 11 04 08 06 240  2.6  3.6    MM    MM    MM  MM 1015.3  11.6  13.0    MM   MM   MM    MM
2019 11 04 08 00 220  2.6  4.1    MM    MM    MM  MM 1015.3  11.5  13.0    MM   MM +0.3    MM
2019 11 04 07 54 220  2.6  5.7    MM    MM    MM  MM 1015.3  11.5  13.0    MM   MM   MM    MM
2019 11 04 07 48 220  2.6  4.6    MM    MM    MM  MM 1015.3  11.5  12.8    MM   MM   MM    MM
2019 11 04 07 42 220  1.0  3.1    MM    MM    MM  MM 1015.4  11.7  12.8    MM   MM   MM    MM
2019 11 04 07 36 220  2.6  4.1    MM    MM    MM  MM 1015.4  11.7  12.8    MM   MM   MM    MM
2019 11 04 07 30 240  2.6  5.1    MM    MM    MM  MM 1015.3  11.7  12.8    MM   MM   MM    MM
2019 11 04 07 24 250  2.6  4.1    MM    MM    MM  MM 1015.3  11.8  12.9    MM   MM   MM    MM
2019 11 04 07 18 220  1.0  2.1    MM    MM    MM  MM 1015.3  11.8  12.9    MM   MM   MM    MM
2019 11 04 07 12 210  1.5  3.6    MM    MM    MM  MM 1015.3  11.8  12.9    MM   MM   MM    MM
2019 11 04 07 06 270  2.1  4.6    MM    MM    MM  MM 1015.3  11.8  12.9    MM   MM   MM    MM
2019 11 04 07 00 230  1.5  4.1    MM    MM    MM  MM 1015.3  11.7  12.9    MM   MM +0.8    MM
2019 11 04 06 54 200  1.5  6.2    MM    MM    MM  MM 1015.4  11.7  12.9    MM   MM   MM    MM
2019 11 04 06 48 220  2.1  4.6    MM    MM    MM  MM 1015.4  11.7  12.9    MM   MM   MM    MM
2019 11 04 06 42 220  2.1  4.6    MM    MM    MM  MM 1015.4    MM    MM    MM   MM   MM    MM
2019 11 04 06 36 210  2.6  4.1    MM    MM    MM  MM 1015.4  11.8  12.9    MM   MM   MM    MM
2019 11 04 06 30 230  1.0  3.1    MM    MM    MM  MM 1015.3  11.9  12.9    MM   MM   MM    MM
2019 11 04 06 24 240  1.0  3.1    MM    MM    MM  MM 1015.3  11.9  12.9    MM   MM   MM    MM
2019 11 04 06 18 220  1.0  3.6    MM    MM    MM  MM 1015.4  11.9  12.8    MM   MM   MM    MM
2019 11 04 06 12 210  2.6  5.7    MM    MM    MM  MM 1015.4  12.0  12.8    MM   MM   MM    MM
2019 11 04 06 06 210  3.1  6.2    MM    MM    MM  MM 1015.4  12.0  12.8    MM   MM   MM    MM
2019 11 04 06 00 220  3.1  5.1    MM    MM    MM  MM 1015.4  12.0  12.8    MM   MM +1.0    MM
2019 11 04 05 54 220  2.6  4.6    MM    MM    MM  MM 1015.4  12.0  12.8    MM   MM   MM    MM
2019 11 04 05 48 190  2.1  3.1    MM    MM    MM  MM 1015.3  12.0  12.8    MM   MM   MM    MM
2019 11 04 05 42 190  1.5  4.1    MM    MM    MM  MM 1015.2  12.0  12.8    MM   MM   MM    MM
2019 11 04 05 36 190  1.5  3.1    MM    MM    MM  MM 1015.2  12.0  12.8    MM   MM   MM    MM
2019 11 04 05 30 230  2.1  4.1    MM    MM    MM  MM 1015.2  12.1  12.8    MM   MM   MM    MM
2019 11 04 05 24 230  3.1  4.6    MM    MM    MM  MM 1015.1  12.1  12.8    MM   MM   MM    MM
2019 11 04 05 18 250  1.5  2.6    MM    MM    MM  MM 1015.1  12.1  12.8    MM   MM   MM    MM
2019 11 04 05 12 230  2.1  3.6    MM    MM    MM  MM 1015.0  12.1  12.8    MM   MM   MM    MM
2019 11 04 05 06 230  2.1  3.1    MM    MM    MM  MM 1015.0  12.3  12.8    MM   MM   MM    MM
2019 11 04 05 00 210  2.6  4.1    MM    MM    MM  MM 1015.0  12.4  12.7    MM   MM +0.7    MM
2019 11 04 04 54 250  2.6  5.1    MM    MM    MM  MM 1014.9  12.7  12.7    MM   MM   MM    MM
2019 11 04 04 48 240  2.6  4.6    MM    MM    MM  MM 1014.8  12.9  12.7    MM   MM   MM    MM
2019 11 04 04 42 230  1.5  3.1    MM    MM    MM  MM 1014.8  13.2  12.7    MM   MM   MM    MM
2019 11 04 04 36  MM  0.0  2.6    MM    MM    MM  MM 1014.7  13.3  12.7    MM   MM   MM    MM
2019 11 04 04 30 160  1.0  2.1    MM    MM    MM  MM 1014.7    MM    MM    MM   MM   MM    MM
2019 11 04 04 24 160  1.0  3.6    MM    MM    MM  MM 1014.6  13.4  12.7    MM   MM   MM    MM
2019 11 04 04 18 200  2.6  4.1    MM    MM    MM  MM 1014.6  13.5  12.7    MM   MM   MM    MM
2019 11 04 04 12 350  1.0  3.6    MM    MM    MM  MM 1014.5  13.6  12.7    MM   MM   MM    MM
2019 11 04 04 06 240  2.1  3.1    MM    MM    MM  MM 1014.5  13.8  12.7    MM   MM   MM    MM
2019 11 04 04 00 200  0.5  2.6    MM    MM    MM  MM 1014.5  13.8  12.7    MM   MM   MM    MM
2019 11 04 03 54 170  1.5  2.6    MM    MM    MM  MM 1014.5  13.9  12.7    MM   MM   MM    MM
2019 11 04 03 48 220  2.1  4.1    MM    MM    MM  MM 1014.5  14.0  12.7    MM   MM   MM    MM
2019 11 04 03 42 200  1.0  3.6    MM    MM    MM  MM 1014.5  14.1  12.7    MM   MM   MM    MM
2019 11 04 03 36 200  2.1  2.6    MM    MM    MM  MM 1014.4  14.2  12.6    MM   MM   MM    MM
2019 11 04 03 30 210  1.5  3.6    MM    MM    MM  MM 1014.4  14.3  12.6    MM   MM   MM    MM
2019 11 04 03 24 220  2.1  3.6    MM    MM    MM  MM 1014.4  14.3  12.6    MM   MM   MM    MM
2019 11 04 03 18 230  2.6  4.1    MM    MM    MM  MM 1014.3  14.4  12.6    MM   MM   MM    MM
2019 11 04 03 12 180  1.0  2.6    MM    MM    MM  MM 1014.4  14.3  12.6    MM   MM   MM    MM
2019 11 04 03 06 170  1.0  2.6    MM    MM    MM  MM 1014.4  14.4  12.6    MM   MM   MM    MM
2019 11 04 03 00 190  1.5  3.1    MM    MM    MM  MM 1014.4  14.4  12.6    MM   MM +0.0    MM
2019 11 04 02 54 230  2.6  5.1    MM    MM    MM  MM 1014.3  14.6  12.6    MM   MM   MM    MM
2019 11 04 02 48 240  5.1  7.2    MM    MM    MM  MM 1014.3  14.7  12.6    MM   MM   MM    MM
2019 11 04 02 42 240  5.1  7.2    MM    MM    MM  MM 1014.3  14.8  12.6    MM   MM   MM    MM
2019 11 04 02 36 240  4.1  6.2    MM    MM    MM  MM 1014.4  15.0  12.6    MM   MM   MM    MM
2019 11 04 02 30 250  3.6  6.7    MM    MM    MM  MM 1014.4  15.1  12.7    MM   MM   MM    MM
2019 11 04 02 24 240  3.6  7.2    MM    MM    MM  MM 1014.4  15.3  12.7    MM   MM   MM    MM
2019 11 04 02 18 260  5.1  6.2    MM    MM    MM  MM 1014.4  15.1  12.7    MM   MM   MM    MM
2019 11 04 02 12 250  4.1  6.2    MM    MM    MM  MM 1014.3  15.1  12.7    MM   MM   MM    MM
2019 11 04 02 06 250  5.1  7.2    MM    MM    MM  MM 1014.3  15.3  12.7    MM   MM   MM    MM
2019 11 04 02 00 260  4.1  6.2    MM    MM    MM  MM 1014.3  15.3  12.7    MM   MM +0.0    MM
2019 11 04 01 54 260  3.1  5.7    MM    MM    MM  MM 1014.3  15.6  12.7    MM   MM   MM    MM
2019 11 04 01 48 250  3.6  6.2    MM    MM    MM  MM 1014.3  15.7  12.7    MM   MM   MM    MM
2019 11 04 01 42 250  5.1  6.7    MM    MM    MM  MM 1014.2  15.9  12.8    MM   MM   MM    MM
2019 11 04 01 36 240  5.1  6.7    MM    MM    MM  MM 1014.2  15.9  12.8    MM   MM   MM    MM
2019 11 04 01 30 250  4.1  6.2    MM    MM    MM  MM 1014.2  15.9  12.8    MM   MM   MM    MM
2019 11 04 01 24 240  5.1  6.7    MM    MM    MM  MM 1014.1  15.9  12.8    MM   MM   MM    MM
2019 11 04 01 18 250  6.2  7.2    MM    MM    MM  MM 1014.1  15.9  12.7    MM   MM   MM    MM
2019 11 04 01 12 250  5.7  6.7    MM    MM    MM  MM 1014.1  15.9  12.7    MM   MM   MM    MM
2019 11 04 01 06 240  5.1  8.2    MM    MM    MM  MM 1014.1  16.0  12.8    MM   MM   MM    MM
2019 11 04 01 00  MM   MM   MM    MM    MM    MM  MM     MM  16.0  12.8    MM   MM   MM    MM
2019 11 04 00 54 250  5.7  7.2    MM    MM    MM  MM 1014.1  16.1  12.8    MM   MM   MM    MM
2019 11 04 00 48 240  5.7  7.2    MM    MM    MM  MM 1014.1  16.1  12.8    MM   MM   MM    MM
2019 11 04 00 42 240  5.7  7.2    MM    MM    MM  MM 1014.1  16.1  12.8    MM   MM   MM    MM
2019 11 04 00 36 240  5.7  7.7    MM    MM    MM  MM 1014.1  16.2  12.8    MM   MM   MM    MM
