#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2019 11 21 00 48 210  2.6  3.1    MM    MM    MM  MM 1000.3  14.9  13.4    MM   MM   MM    MM
2019 11 21 00 42 200  3.1  3.6    MM    MM    MM  MM 1000.2  15.3  13.4    MM   MM   MM    MM
2019 11 21 00 36 210  2.6  4.1    MM    MM    MM  MM 1000.1  15.3  13.4    MM   MM   MM    MM
2019 11 21 00 30 220  3.1  3.6    MM    MM    MM  MM 1000.1  15.6  13.4    MM   MM   MM    MM
2019 11 21 00 24 210  2.1  3.1    MM    MM    MM  MM 1000.0  15.9  13.4    MM   MM   MM    MM
2019 11 21 00 18 250  2.1  3.1    MM    MM    MM  MM 1000.0  17.0  13.4    MM   MM   MM    MM
2019 11 21 00 12 270  2.1  3.6    MM    MM    MM  MM  999.9    MM  13.4    MM   MM   MM    MM
2019 11 21 00 06 250  1.5  3.1    MM    MM    MM  MM  999.9  16.6  13.5    MM   MM   MM    MM
2019 11 21 00 00 250  1.5  3.6    MM    MM    MM  MM  999.9  16.4  13.5    MM   MM +0.0    MM
2019 11 20 23 54 230  3.1  4.1    MM    MM    MM  MM  999.8  16.0  13.5    MM   MM   MM    MM
2019 11 20 23 48 240  2.1  4.6    MM    MM    MM  MM  999.8  16.0  13.5    MM   MM   MM    MM
2019 11 20 23 42 240  3.6  5.1    MM    MM    MM  MM  999.7  15.6  13.6    MM   MM   MM    MM
2019 11 20 23 36 250  3.1  4.6    MM    MM    MM  MM  999.6  15.8  13.6    MM   MM   MM    MM
2019 11 20 23 30 240  4.6  6.2    MM    MM    MM  MM  999.6  15.1  13.6    MM   MM   MM    MM
2019 11 20 23 24 240  4.6  5.7    MM    MM    MM  MM  999.7  15.5  13.5    MM   MM   MM    MM
2019 11 20 23 18 240  4.1  6.2    MM    MM    MM  MM  999.8  15.4  13.5    MM   MM   MM    MM
2019 11 20 23 12 240  4.6  6.7    MM    MM    MM  MM  999.7  15.4  13.5    MM   MM   MM    MM
2019 11 20 22 54 240  4.6  6.2    MM    MM    MM  MM  999.7  14.9  13.5    MM   MM   MM    MM
2019 11 20 22 48 240  5.7  7.7    MM    MM    MM  MM  999.8  14.9  13.5    MM   MM   MM    MM
2019 11 20 22 42 240  6.2  8.2    MM    MM    MM  MM  999.7  15.0  13.5    MM   MM   MM    MM
2019 11 20 22 36 250  4.6  6.2    MM    MM    MM  MM  999.7  15.3  13.5    MM   MM   MM    MM
2019 11 20 22 30 230  4.1  6.2    MM    MM    MM  MM  999.7  15.1  13.5    MM   MM   MM    MM
2019 11 20 22 24 250  2.6  6.2    MM    MM    MM  MM  999.7  15.4  13.5    MM   MM   MM    MM
2019 11 20 22 18 240  4.6  6.2    MM    MM    MM  MM  999.7  15.2  13.5    MM   MM   MM    MM
2019 11 20 22 12 260  3.1  7.2    MM    MM    MM  MM     MM    MM    MM    MM   MM   MM    MM
2019 11 20 22 06 250  5.1  6.7    MM    MM    MM  MM  999.7  14.9  13.5    MM   MM   MM    MM
2019 11 20 22 00 280  3.1  6.7    MM    MM    MM  MM  999.7  15.0  13.5    MM   MM -1.3    MM
2019 11 20 21 54 250  4.6  6.7    MM    MM    MM  MM  999.7  15.0  13.5    MM   MM   MM    MM
2019 11 20 21 48 240  5.1  7.2    MM    MM    MM  MM  999.7  15.1  13.5    MM   MM   MM    MM
2019 11 20 21 42 250  4.1  5.7    MM    MM    MM  MM  999.8  15.3  13.5    MM   MM   MM    MM
2019 11 20 21 36 240  4.1  5.7    MM    MM    MM  MM  999.8  15.0  13.5    MM   MM   MM    MM
2019 11 20 21 30 250  3.6  6.2    MM    MM    MM  MM  999.9  15.0  13.5    MM   MM   MM    MM
2019 11 20 21 24 240  4.6  7.2    MM    MM    MM  MM  999.9  14.9  13.5    MM   MM   MM    MM
2019 11 20 21 18 250  4.6  7.2    MM    MM    MM  MM  999.8  14.8  13.5    MM   MM   MM    MM
2019 11 20 21 12 240  4.1  6.7    MM    MM    MM  MM 1000.0  14.6  13.5    MM   MM   MM    MM
2019 11 20 21 06 260  4.1  8.2    MM    MM    MM  MM 1000.1  14.6  13.5    MM   MM   MM    MM
2019 11 20 21 00 250  4.6  7.2    MM    MM    MM  MM  999.9  14.7  13.5    MM   MM -1.5    MM
2019 11 20 20 54 240  4.6  6.7    MM    MM    MM  MM 1000.0  14.9  13.5    MM   MM   MM    MM
2019 11 20 20 48 250  4.6  6.7    MM    MM    MM  MM 1000.0  15.0  13.5    MM   MM   MM    MM
2019 11 20 20 42 240  3.1  6.7    MM    MM    MM  MM 1000.1  14.9  13.5    MM   MM   MM    MM
2019 11 20 20 36 230  3.6  6.7    MM    MM    MM  MM 1000.2  14.6  13.5    MM   MM   MM    MM
2019 11 20 20 30 260  5.1  6.7    MM    MM    MM  MM 1000.3    MM    MM    MM   MM   MM    MM
2019 11 20 20 24 230  4.1  6.7    MM    MM    MM  MM 1000.2  15.0  13.5    MM   MM   MM    MM
2019 11 20 20 18 240  4.1  7.2    MM    MM    MM  MM 1000.3  14.9  13.5    MM   MM   MM    MM
2019 11 20 20 12 250  3.6  5.7    MM    MM    MM  MM 1000.3  15.2  13.4    MM   MM   MM    MM
2019 11 20 20 06 280  2.6  4.6    MM    MM    MM  MM 1000.5  15.7  13.4    MM   MM   MM    MM
2019 11 20 20 00 250  3.1  6.2    MM    MM    MM  MM 1000.4  15.8  13.4    MM   MM -1.1    MM
2019 11 20 19 54 240  5.1  7.2    MM    MM    MM  MM 1000.5  15.2  13.4    MM   MM   MM    MM
2019 11 20 19 48 240  3.6  6.2    MM    MM    MM  MM 1000.5  15.2  13.4    MM   MM   MM    MM
2019 11 20 19 42 240  5.1  6.2    MM    MM    MM  MM 1000.6  15.2  13.4    MM   MM   MM    MM
2019 11 20 19 36 240  2.6  5.7    MM    MM    MM  MM 1000.7  15.9  13.4    MM   MM   MM    MM
2019 11 20 19 30 260  5.7  8.2    MM    MM    MM  MM 1000.8  15.2  13.3    MM   MM   MM    MM
2019 11 20 19 24  MM  0.0  4.1    MM    MM    MM  MM 1000.8  16.8  13.3    MM   MM   MM    MM
2019 11 20 19 18 260  3.6  5.7    MM    MM    MM  MM 1000.9  16.3  13.3    MM   MM   MM    MM
2019 11 20 19 12 240  2.6  5.7    MM    MM    MM  MM 1000.9  16.5  13.3    MM   MM   MM    MM
2019 11 20 19 06 240  4.1  6.7    MM    MM    MM  MM 1000.9  15.8  13.3    MM   MM   MM    MM
2019 11 20 19 00 300  2.1  3.6    MM    MM    MM  MM 1001.0  16.8  13.3    MM   MM -0.7    MM
2019 11 20 18 54 290  2.6  6.2    MM    MM    MM  MM 1001.0  17.0  13.3    MM   MM   MM    MM
2019 11 20 18 48 340  4.6  5.7    MM    MM    MM  MM 1001.1  16.8  13.3    MM   MM   MM    MM
2019 11 20 18 42 340  4.1  6.7    MM    MM    MM  MM 1001.2  16.6  13.3    MM   MM   MM    MM
2019 11 20 18 36 350  5.1  6.7    MM    MM    MM  MM 1001.2  16.5  13.2    MM   MM   MM    MM
2019 11 20 18 30 350  6.7  8.2    MM    MM    MM  MM 1001.2  16.7  13.2    MM   MM   MM    MM
2019 11 20 18 24 360  6.2  7.7    MM    MM    MM  MM 1001.2  16.9  13.2    MM   MM   MM    MM
2019 11 20 18 18 360  5.7  7.7    MM    MM    MM  MM 1001.3  16.8  13.2    MM   MM   MM    MM
2019 11 20 18 12  10  5.7  7.2    MM    MM    MM  MM 1001.3    MM    MM    MM   MM   MM    MM
2019 11 20 18 06  20  4.1  5.7    MM    MM    MM  MM 1001.3  16.6  13.2    MM   MM   MM    MM
2019 11 20 18 00  20  3.6  6.7    MM    MM    MM  MM 1001.4  16.5  13.2    MM   MM +0.0    MM
2019 11 20 17 54  10  3.6  5.7    MM    MM    MM  MM 1001.4  16.4  13.2    MM   MM   MM    MM
2019 11 20 17 48  20  2.6  6.2    MM    MM    MM  MM 1001.3  16.4  13.2    MM   MM   MM    MM
2019 11 20 17 42 360  3.6  7.2    MM    MM    MM  MM 1001.4  16.3  13.2    MM   MM   MM    MM
2019 11 20 17 36 350  4.6  7.7    MM    MM    MM  MM 1001.5  16.5  13.2    MM   MM   MM    MM
2019 11 20 17 30 350  5.1  7.7    MM    MM    MM  MM 1001.6  16.5  13.2    MM   MM   MM    MM
2019 11 20 17 24 340  4.6  6.7    MM    MM    MM  MM 1001.6  16.5  13.2    MM   MM   MM    MM
2019 11 20 17 18 350  6.2  7.2    MM    MM    MM  MM 1001.6  16.3  13.2    MM   MM   MM    MM
2019 11 20 17 12 360  4.1  5.7    MM    MM    MM  MM 1001.6  16.1  13.2    MM   MM   MM    MM
2019 11 20 17 06 260  3.1  6.2    MM    MM    MM  MM 1001.6  15.5  13.2    MM   MM   MM    MM
2019 11 20 17 00 270  4.6  6.7    MM    MM    MM  MM 1001.5  16.1  13.2    MM   MM +0.4    MM
2019 11 20 16 54 310  4.6  6.7    MM    MM    MM  MM 1001.5  16.6  13.2    MM   MM   MM    MM
2019 11 20 16 48 340  3.6  7.2    MM    MM    MM  MM 1001.6  16.4  13.2    MM   MM   MM    MM
2019 11 20 16 42 340  5.1  7.2    MM    MM    MM  MM 1001.6  16.3  13.2    MM   MM   MM    MM
2019 11 20 16 36 340  6.2  8.2    MM    MM    MM  MM 1001.5  16.3  13.2    MM   MM   MM    MM
2019 11 20 16 30 360  7.2  8.8    MM    MM    MM  MM 1001.5  16.4  13.2    MM   MM   MM    MM
2019 11 20 16 24 360  7.2  8.8    MM    MM    MM  MM 1001.5  16.2  13.2    MM   MM   MM    MM
2019 11 20 16 18 350  6.2  7.7    MM    MM    MM  MM 1001.6  16.3  13.2    MM   MM   MM    MM
2019 11 20 16 12 350  3.6  8.2    MM    MM    MM  MM 1001.6  16.2  13.2    MM   MM   MM    MM
2019 11 20 16 06 330  3.1  5.7    MM    MM    MM  MM 1001.7  16.1  13.2    MM   MM   MM    MM
2019 11 20 16 00 310  3.1  5.7    MM    MM    MM  MM 1001.7  16.2  13.2    MM   MM +0.8    MM
2019 11 20 15 54 330  2.6  5.7    MM    MM    MM  MM 1001.6  16.4  13.2    MM   MM   MM    MM
2019 11 20 15 48 320  3.1  5.1    MM    MM    MM  MM 1001.6  16.2  13.2    MM   MM   MM    MM
2019 11 20 15 42 330  3.1  5.1    MM    MM    MM  MM 1001.5  16.1  13.2    MM   MM   MM    MM
2019 11 20 15 36 330  3.6  6.2    MM    MM    MM  MM 1001.4  16.1  13.2    MM   MM   MM    MM
2019 11 20 15 30 330  4.1  5.7    MM    MM    MM  MM 1001.4  15.7  13.2    MM   MM   MM    MM
2019 11 20 15 24 350  4.6  6.2    MM    MM    MM  MM 1001.2  15.9  13.3    MM   MM   MM    MM
2019 11 20 15 18 350  4.1  5.7    MM    MM    MM  MM 1001.2  15.8  13.3    MM   MM   MM    MM
2019 11 20 15 12 310  2.6  6.7    MM    MM    MM  MM 1001.3  15.7  13.3    MM   MM   MM    MM
2019 11 20 15 06 340  5.1  6.2    MM    MM    MM  MM 1001.3  15.5  13.3    MM   MM   MM    MM
2019 11 20 15 00 360  4.1  5.7    MM    MM    MM  MM 1001.2  15.0  13.3    MM   MM +0.3    MM
2019 11 20 14 54 360  2.6  3.6    MM    MM    MM  MM 1001.1  13.6  13.3    MM   MM   MM    MM
2019 11 20 14 48  60  0.5  1.5    MM    MM    MM  MM 1001.0  12.8  13.3    MM   MM   MM    MM
2019 11 20 14 42 160  1.5  2.1    MM    MM    MM  MM 1001.0  13.1  13.3    MM   MM   MM    MM
2019 11 20 14 36 190  1.5  2.1    MM    MM    MM  MM 1001.1  12.8  13.3    MM   MM   MM    MM
2019 11 20 14 30 180  2.1  2.1    MM    MM    MM  MM 1001.0  13.4  13.3    MM   MM   MM    MM
2019 11 20 14 24 190  1.5  2.1    MM    MM    MM  MM 1001.1  13.4  13.3    MM   MM   MM    MM
2019 11 20 14 18 230  1.0  1.5    MM    MM    MM  MM 1001.2  14.2  13.3    MM   MM   MM    MM
2019 11 20 14 12  20  1.0  2.6    MM    MM    MM  MM 1001.1    MM    MM    MM   MM   MM    MM
2019 11 20 14 06  10  2.1  3.1    MM    MM    MM  MM 1001.0  15.2  13.3    MM   MM   MM    MM
2019 11 20 14 00 330  0.5  1.5    MM    MM    MM  MM 1001.1  14.7  13.3    MM   MM -0.3    MM
2019 11 20 13 54 350  2.1  3.1    MM    MM    MM  MM 1001.0  15.5  13.3    MM   MM   MM    MM
2019 11 20 13 48 330  2.6  4.6    MM    MM    MM  MM 1001.0  15.2  13.3    MM   MM   MM    MM
2019 11 20 13 42 240  1.0  1.5    MM    MM    MM  MM 1001.1  13.6  13.3    MM   MM   MM    MM
2019 11 20 13 36 220  0.5  1.0    MM    MM    MM  MM 1001.1  13.7  13.3    MM   MM   MM    MM
2019 11 20 13 30 300  1.0  1.5    MM    MM    MM  MM 1001.1  14.0  13.3    MM   MM   MM    MM
2019 11 20 13 24 200  0.5  1.5    MM    MM    MM  MM 1001.1  14.0  13.3    MM   MM   MM    MM
2019 11 20 13 18 190  1.5  3.1    MM    MM    MM  MM 1001.1  14.0  13.3    MM   MM   MM    MM
2019 11 20 13 12 260  1.5  3.1    MM    MM    MM  MM 1001.0  13.8  13.3    MM   MM   MM    MM
2019 11 20 13 06 230  2.6  3.6    MM    MM    MM  MM 1000.9  13.4  13.3    MM   MM   MM    MM
2019 11 20 13 00 230  3.1  3.6    MM    MM    MM  MM 1000.9  13.4  13.3    MM   MM +0.0    MM
2019 11 20 12 54 240  3.1  3.6    MM    MM    MM  MM 1001.0  13.5  13.3    MM   MM   MM    MM
2019 11 20 12 48 210  2.1  2.6    MM    MM    MM  MM 1000.9  13.4  13.3    MM   MM   MM    MM
2019 11 20 12 42 260  1.0  1.5    MM    MM    MM  MM 1000.9  13.9  13.3    MM   MM   MM    MM
2019 11 20 12 36 340  0.5  2.1    MM    MM    MM  MM 1001.0  13.8  13.3    MM   MM   MM    MM
2019 11 20 12 30 180  1.0  1.5    MM    MM    MM  MM 1000.9  13.5  13.3    MM   MM   MM    MM
2019 11 20 12 24 190  1.0  1.5    MM    MM    MM  MM 1001.1  13.4  13.3    MM   MM   MM    MM
2019 11 20 12 18 330  1.0  2.1    MM    MM    MM  MM 1001.0  13.5  13.4    MM   MM   MM    MM
2019 11 20 12 12 200  2.1  2.6    MM    MM    MM  MM 1000.9  12.4  13.5    MM   MM   MM    MM
2019 11 20 12 06 250  0.5  1.5    MM    MM    MM  MM 1000.9  12.5  13.5    MM   MM   MM    MM
2019 11 20 12 00 200  1.5  2.6    MM    MM    MM  MM 1000.9  12.3  13.5    MM   MM +0.0    MM
2019 11 20 11 54 180  2.1  2.1    MM    MM    MM  MM 1001.0  12.6  13.5    MM   MM   MM    MM
2019 11 20 11 48 180  1.5  2.1    MM    MM    MM  MM 1001.1  12.8  13.5    MM   MM   MM    MM
2019 11 20 11 42 200  1.5  2.6    MM    MM    MM  MM 1001.0  12.5  13.5    MM   MM   MM    MM
2019 11 20 11 36 190  2.1  3.1    MM    MM    MM  MM 1001.0  12.7  13.5    MM   MM   MM    MM
2019 11 20 11 30  80  1.5  2.6    MM    MM    MM  MM 1001.1  13.9  13.5    MM   MM   MM    MM
2019 11 20 11 24  40  1.5  2.6    MM    MM    MM  MM 1001.1  13.6  13.5    MM   MM   MM    MM
2019 11 20 11 18  MM  0.0  2.6    MM    MM    MM  MM 1001.2  12.7  13.5    MM   MM   MM    MM
2019 11 20 11 12 220  2.1  2.6    MM    MM    MM  MM 1001.2  12.3  13.5    MM   MM   MM    MM
2019 11 20 11 06 250  1.5  2.1    MM    MM    MM  MM 1001.3  12.6  13.5    MM   MM   MM    MM
2019 11 20 11 00 220  2.1  3.1    MM    MM    MM  MM 1001.4  12.7  13.5    MM   MM -0.0    MM
2019 11 20 10 54 230  2.1  3.1    MM    MM    MM  MM 1001.4  12.7  13.5    MM   MM   MM    MM
2019 11 20 10 48 230  2.6  3.1    MM    MM    MM  MM 1001.3  12.7  13.5    MM   MM   MM    MM
2019 11 20 10 42 230  2.6  3.6    MM    MM    MM  MM 1001.3  12.6  13.4    MM   MM   MM    MM
2019 11 20 10 36 220  2.6  3.6    MM    MM    MM  MM 1001.3  12.7  13.4    MM   MM   MM    MM
2019 11 20 10 30 240  3.1  4.1    MM    MM    MM  MM 1001.2  12.7  13.4    MM   MM   MM    MM
2019 11 20 10 24 240  3.1  5.1    MM    MM    MM  MM 1001.2  12.7  13.5    MM   MM   MM    MM
2019 11 20 10 18 230  3.1  4.1    MM    MM    MM  MM 1001.2  12.6  13.5    MM   MM   MM    MM
2019 11 20 10 12 230  2.6  3.1    MM    MM    MM  MM 1001.2  12.3  13.5    MM   MM   MM    MM
2019 11 20 10 06 210  2.1  2.6    MM    MM    MM  MM 1001.1  12.0  13.5    MM   MM   MM    MM
2019 11 20 10 00 220  2.1  2.6    MM    MM    MM  MM 1001.1  12.3  13.5    MM   MM -0.7    MM
2019 11 20 09 54 230  2.1  2.6    MM    MM    MM  MM 1001.2  12.2  13.5    MM   MM   MM    MM
2019 11 20 09 48 220  2.1  2.1    MM    MM    MM  MM 1001.2  11.8  13.5    MM   MM   MM    MM
2019 11 20 09 42 210  2.1  2.6    MM    MM    MM  MM 1001.2  12.0  13.5    MM   MM   MM    MM
2019 11 20 09 36 210  2.1  2.6    MM    MM    MM  MM 1001.1  12.1  13.5    MM   MM   MM    MM
2019 11 20 09 30 220  1.5  2.6    MM    MM    MM  MM 1001.2  12.2  13.5    MM   MM   MM    MM
2019 11 20 09 24 200  2.1  3.1    MM    MM    MM  MM 1001.2  12.1  13.5    MM   MM   MM    MM
2019 11 20 09 18 210  2.6  3.1    MM    MM    MM  MM 1001.1  11.6  13.5    MM   MM   MM    MM
2019 11 20 09 12 200  2.6  2.6    MM    MM    MM  MM 1001.1  11.6  13.5    MM   MM   MM    MM
2019 11 20 09 06 190  2.6  2.6    MM    MM    MM  MM 1001.2  11.7  13.5    MM   MM   MM    MM
2019 11 20 09 00 210  2.1  2.6    MM    MM    MM  MM 1001.1  11.3  13.5    MM   MM -1.0    MM
2019 11 20 08 54 200  2.1  2.6    MM    MM    MM  MM 1001.2  11.3  13.4    MM   MM   MM    MM
2019 11 20 08 48 200  2.1  2.6    MM    MM    MM  MM 1001.3  11.5  13.4    MM   MM   MM    MM
2019 11 20 08 42 200  2.1  2.6    MM    MM    MM  MM 1001.3  11.5  13.3    MM   MM   MM    MM
2019 11 20 08 36 200  1.5  2.1    MM    MM    MM  MM 1001.4  11.5  13.3    MM   MM   MM    MM
2019 11 20 08 30 240  1.0  2.1    MM    MM    MM  MM 1001.4  11.4  13.2    MM   MM   MM    MM
2019 11 20 08 24  MM  0.0  1.0    MM    MM    MM  MM 1001.5  11.7  13.0    MM   MM   MM    MM
2019 11 20 08 18 230  1.0  2.1    MM    MM    MM  MM 1001.5  12.2  13.0    MM   MM   MM    MM
2019 11 20 08 12 260  2.1  2.6    MM    MM    MM  MM 1001.5  12.3  13.1    MM   MM   MM    MM
2019 11 20 08 06 290  1.5  3.6    MM    MM    MM  MM 1001.6  12.3  13.1    MM   MM   MM    MM
2019 11 20 08 00 220  2.1  3.1    MM    MM    MM  MM 1001.5  12.1  13.1    MM   MM -0.9    MM
2019 11 20 07 54 240  2.1  3.1    MM    MM    MM  MM 1001.5  12.1  13.1    MM   MM   MM    MM
2019 11 20 07 48 230  1.5  2.6    MM    MM    MM  MM 1001.5  11.9  13.1    MM   MM   MM    MM
2019 11 20 07 42 210  2.1  3.1    MM    MM    MM  MM 1001.5  11.9  13.1    MM   MM   MM    MM
2019 11 20 07 36 200  1.5  2.1    MM    MM    MM  MM 1001.5  12.1  13.1    MM   MM   MM    MM
2019 11 20 07 30 220  2.1  2.6    MM    MM    MM  MM 1001.5  12.1  13.1    MM   MM   MM    MM
2019 11 20 07 24 200  2.1  2.6    MM    MM    MM  MM 1001.5  12.3  13.1    MM   MM   MM    MM
2019 11 20 07 18  40  1.5  2.1    MM    MM    MM  MM 1001.5  13.3  13.1    MM   MM   MM    MM
2019 11 20 07 12  20  2.1  3.1    MM    MM    MM  MM 1001.5  13.3  13.1    MM   MM   MM    MM
2019 11 20 07 06  20  2.6  3.1    MM    MM    MM  MM 1001.7  13.3  13.1    MM   MM   MM    MM
2019 11 20 07 00  30  2.6  3.1    MM    MM    MM  MM 1001.8  13.2  13.1    MM   MM -1.1    MM
2019 11 20 06 54  50  1.5  2.6    MM    MM    MM  MM 1001.9  12.9  13.1    MM   MM   MM    MM
2019 11 20 06 48 100  1.5  2.6    MM    MM    MM  MM 1001.8  12.7  13.1    MM   MM   MM    MM
2019 11 20 06 42  90  1.5  2.1    MM    MM    MM  MM 1001.8  12.2  13.1    MM   MM   MM    MM
2019 11 20 06 36 160  2.1  2.6    MM    MM    MM  MM 1001.9  12.0  13.1    MM   MM   MM    MM
2019 11 20 06 30 140  1.5  2.1    MM    MM    MM  MM 1002.0  12.0  13.1    MM   MM   MM    MM
2019 11 20 06 24 140  2.1  2.1    MM    MM    MM  MM 1002.1  12.0  13.1    MM   MM   MM    MM
2019 11 20 06 18 120  1.5  1.5    MM    MM    MM  MM 1002.2  12.0  13.0    MM   MM   MM    MM
2019 11 20 06 12 160  1.0  1.5    MM    MM    MM  MM 1002.1  12.0  13.0    MM   MM   MM    MM
2019 11 20 06 06 300  0.5  2.6    MM    MM    MM  MM 1002.2  12.0  13.0    MM   MM   MM    MM
2019 11 20 06 00 240  2.1  3.1    MM    MM    MM  MM 1002.1  12.0  13.0    MM   MM -0.8    MM
2019 11 20 05 54 230  2.1  3.1    MM    MM    MM  MM 1002.1  12.1  13.0    MM   MM   MM    MM
2019 11 20 05 48 250  2.1  4.1    MM    MM    MM  MM 1002.2  12.2  13.0    MM   MM   MM    MM
2019 11 20 05 42 270  3.1  4.6    MM    MM    MM  MM 1002.2  12.2    MM    MM   MM   MM    MM
2019 11 20 05 36 250  3.1  4.1    MM    MM    MM  MM 1002.2  12.2    MM    MM   MM   MM    MM
2019 11 20 05 30 240  2.6  4.6    MM    MM    MM  MM 1002.2  12.2    MM    MM   MM   MM    MM
2019 11 20 05 24 260  2.6  4.1    MM    MM    MM  MM 1002.3  12.3  13.0    MM   MM   MM    MM
2019 11 20 05 18 250  2.1  3.6    MM    MM    MM  MM 1002.4  12.4  13.0    MM   MM   MM    MM
2019 11 20 05 12 240  3.1  3.6    MM    MM    MM  MM 1002.4  12.4  13.0    MM   MM   MM    MM
2019 11 20 05 06 240  2.1  3.1    MM    MM    MM  MM 1002.4  12.3  13.0    MM   MM   MM    MM
2019 11 20 05 00 220  1.5  2.6    MM    MM    MM  MM 1002.4  12.1  13.0    MM   MM -1.3    MM
2019 11 20 04 54 210  2.1  2.1    MM    MM    MM  MM 1002.6  12.4  13.0    MM   MM   MM    MM
2019 11 20 04 48 230  1.0  2.1    MM    MM    MM  MM 1002.6  12.6  13.0    MM   MM   MM    MM
2019 11 20 04 42 270  2.1  3.6    MM    MM    MM  MM 1002.5  12.7  13.0    MM   MM   MM    MM
2019 11 20 04 36 250  2.1  4.1    MM    MM    MM  MM 1002.6  12.7  13.0    MM   MM   MM    MM
2019 11 20 04 30 250  3.1  5.1    MM    MM    MM  MM 1002.6  12.8  13.0    MM   MM   MM    MM
2019 11 20 04 24 270  3.1  5.1    MM    MM    MM  MM 1002.7  12.8  13.0    MM   MM   MM    MM
2019 11 20 04 18 260  4.6  5.7    MM    MM    MM  MM 1002.6  12.9  13.0    MM   MM   MM    MM
2019 11 20 04 12 230  2.6  5.1    MM    MM    MM  MM 1002.6  13.0  13.0    MM   MM   MM    MM
2019 11 20 04 06 260  4.6  5.7    MM    MM    MM  MM 1002.7  12.9  13.1    MM   MM   MM    MM
2019 11 20 04 00 230  3.1  5.1    MM    MM    MM  MM 1002.9  12.5  13.1    MM   MM -1.4    MM
2019 11 20 03 54 210  2.1  2.6    MM    MM    MM  MM 1002.8  12.4  13.1    MM   MM   MM    MM
2019 11 20 03 48 190  2.1  2.6    MM    MM    MM  MM 1002.7  12.6  13.1    MM   MM   MM    MM
2019 11 20 03 42 190  1.5  2.6    MM    MM    MM  MM 1002.7  12.7  13.1    MM   MM   MM    MM
2019 11 20 03 36 240  2.1  4.1    MM    MM    MM  MM 1002.8  12.8  13.1    MM   MM   MM    MM
2019 11 20 03 30 250  3.1  5.1    MM    MM    MM  MM 1002.8  12.8  13.1    MM   MM   MM    MM
2019 11 20 03 24 270  3.6  5.7    MM    MM    MM  MM 1002.9  12.9  13.1    MM   MM   MM    MM
2019 11 20 03 18 250  4.1  5.7    MM    MM    MM  MM 1003.0  12.9  13.1    MM   MM   MM    MM
2019 11 20 03 12 260  3.6  4.6    MM    MM    MM  MM 1003.0  12.9  13.1    MM   MM   MM    MM
2019 11 20 03 06 250  3.1  4.6    MM    MM    MM  MM 1002.9  12.9  13.1    MM   MM   MM    MM
2019 11 20 03 00 250  4.1  7.2    MM    MM    MM  MM 1002.9    MM  13.1    MM   MM -2.6    MM
2019 11 20 02 54 250  3.6  5.1    MM    MM    MM  MM 1003.0  13.0  13.1    MM   MM   MM    MM
2019 11 20 02 48 250  3.6  4.6    MM    MM    MM  MM 1003.0  13.0  13.1    MM   MM   MM    MM
2019 11 20 02 42 250  3.6  5.7    MM    MM    MM  MM 1003.1  13.1  13.1    MM   MM   MM    MM
2019 11 20 02 36 250  3.6  5.7    MM    MM    MM  MM 1003.3  13.1  13.1    MM   MM   MM    MM
2019 11 20 02 30 250  4.1  5.7    MM    MM    MM  MM 1003.5  13.3  13.1    MM   MM   MM    MM
2019 11 20 02 24 250  4.1  6.2    MM    MM    MM  MM 1003.5  13.4  13.1    MM   MM   MM    MM
2019 11 20 02 18 260  4.1  6.2    MM    MM    MM  MM 1003.6  13.4  13.1    MM   MM   MM    MM
2019 11 20 02 12 260  4.6  6.2    MM    MM    MM  MM 1003.8  13.4  13.1    MM   MM   MM    MM
2019 11 20 02 06 250  3.6  5.1    MM    MM    MM  MM 1003.8  13.5  13.1    MM   MM   MM    MM
2019 11 20 02 00 240  3.6  5.1    MM    MM    MM  MM 1003.7  13.5  13.1    MM   MM -2.3    MM
2019 11 20 01 54 240  2.1  3.6    MM    MM    MM  MM 1003.8  13.6  13.1    MM   MM   MM    MM
2019 11 20 01 48 250  2.6  3.1    MM    MM    MM  MM 1003.9  13.6  13.1    MM   MM   MM    MM
2019 11 20 01 42 230  1.5  3.1    MM    MM    MM  MM 1003.9  13.5  13.1    MM   MM   MM    MM
2019 11 20 01 36 230  2.1  4.6    MM    MM    MM  MM 1004.0  13.5  13.1    MM   MM   MM    MM
2019 11 20 01 30 240  3.1  5.7    MM    MM    MM  MM 1003.9  13.4  13.1    MM   MM   MM    MM
2019 11 20 01 24 230  3.6  4.6    MM    MM    MM  MM 1004.0  13.3  13.1    MM   MM   MM    MM
2019 11 20 01 18 230  3.1  4.6    MM    MM    MM  MM 1004.2  13.2  13.1    MM   MM   MM    MM
2019 11 20 01 12 240  3.1  5.7    MM    MM    MM  MM 1004.2  13.3  13.1    MM   MM   MM    MM
2019 11 20 01 06 240  3.6  6.2    MM    MM    MM  MM 1004.3  13.3  13.1    MM   MM   MM    MM
2019 11 20 01 00 250  3.6  5.1    MM    MM    MM  MM 1004.3  13.2  13.1    MM   MM   MM    MM
2019 11 20 00 54 240  4.1  6.2    MM    MM    MM  MM 1004.4  13.3  13.2    MM   MM   MM    MM
2019 11 20 00 48 240  3.6  5.1    MM    MM    MM  MM 1004.7  13.4  13.2    MM   MM   MM    MM
